Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
52,vaccines_vaccine_residual_cell_use,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",50,aluminum_antibiotics_cfr_residuals_vaccine,51,vaccines_formaldehyde_requirements_vaccine_cell,1.1067382504758514
51,vaccines_formaldehyde_requirements_vaccine_cell,"[2, 4, 5, 6, 7, 8, 9, 13, 15, 16, 17, 18, 20, 21, 25, 26]",27,cell_cells_expert_biological_expert committee,49,vaccines_formaldehyde_immunization_thimerosal_days,1.0998186997448143
50,aluminum_antibiotics_cfr_residuals_vaccine,"[0, 1, 3, 10, 11, 12, 14, 19, 22, 23, 24]",47,aluminum_antibiotics_residuals_cfr_vaccine,43,preservative_preservatives_agents_director_adventitious agents,1.0602023978716861
49,vaccines_formaldehyde_immunization_thimerosal_days,"[2, 4, 5, 6, 8, 9, 13, 16, 17, 18, 20, 21, 25, 26]",45,formaldehyde_days_references_count days_count,48,vaccines_immunization_thimerosal_pertussis_gelatin,1.0392993452646413
48,vaccines_immunization_thimerosal_pertussis_gelatin,"[4, 5, 6, 13, 16, 20, 21, 25, 26]",46,pertussis_vaccines_gelatin_milk_tetanus,31,immunization_autism_thimerosal_review_immunization safety,1.031386959590379
47,aluminum_antibiotics_residuals_cfr_vaccine,"[0, 3, 10, 11, 12, 14, 23]",41,aluminum_antibiotics_vaccine_additives_added,30,factor_inactive_safety factor_culture_inactive ingredients,1.027460979467725
46,pertussis_vaccines_gelatin_milk_tetanus,"[6, 13, 16, 20, 21, 25, 26]",44,gelatin_milk_pertussis_test_tetanus,34,phenol_sanofi_manufactured_polysaccharide_vaccines novartis,1.0205904866379105
45,formaldehyde_days_references_count days_count,"[2, 8, 9, 17, 18]",32,formaldehyde_residual formaldehyde_humans_carcinogenicity_international,42,days_references_count days_count_initial,1.0180894378786605
44,gelatin_milk_pertussis_test_tetanus,"[6, 13, 16, 21, 25]",36,test_lysate_pertussis_endotoxin_lysate test,38,gelatin_milk_tetanus_reactions_milk allergy,1.011994811111712
43,preservative_preservatives_agents_director_adventitious agents,"[1, 19, 22, 24]",33,agents_adventitious agents_adventitious_bovine_derived,28,preservative_preservatives_toxic_recommended_potency,1.008923865482755
42,days_references_count days_count_initial,"[2, 17, 18]",40,references_chapter_www.fda.gov/downloads/biologicsbloodvaccines/guidance complianceregulatoryinformation_complianceregulatoryinformation_http://www.fda.gov/downloads/biologicsbloodvaccines/safety availability,18,days_count days_count_initial_initial count,1.000874610978305
41,aluminum_antibiotics_vaccine_additives_added,"[0, 3, 12, 14, 23]",39,antibiotics_freeze_manufacture_added_excep- tion,35,aluminum_additives_residuals_adjuvants_quantity,0.9901578363422573
40,references_chapter_www.fda.gov/downloads/biologicsbloodvaccines/guidance complianceregulatoryinformation_complianceregulatoryinformation_http://www.fda.gov/downloads/biologicsbloodvaccines/safety availability,"[2, 17]",17,complianceregulatoryinformation_chapter wkly_availability_http://www.fda.gov/downloads/biologicsbloodvaccines/safety_ucm307137.pdf,2,references_according minimum_references wc500003902.pdf_chapter available_references chapter,0.9859183019321837
39,antibiotics_freeze_manufacture_added_excep- tion,"[14, 23]",23,antibiotics_manufacture_penicillin_manufacture cfr_excep- tion,14,freeze_freeze dried_dried_stabilizers_drying,0.9851348123071515
38,gelatin_milk_tetanus_reactions_milk allergy,"[6, 13, 16]",37,milk_tetanus_milk allergy_allergy_anaphylactic,13,gelatin_allergic_measles_mumps_measles mumps,0.9784533044925988
37,milk_tetanus_milk allergy_allergy_anaphylactic,"[6, 16]",6,toxoid use_toxoids vaccine_4th health_4th_toxoid,16,milk_milk allergy_allergy_anaphylactic_cow,0.9551420882022298
36,test_lysate_pertussis_endotoxin_lysate test,"[21, 25]",21,lysate_test_endotoxin_lps_lysate test,25,pertussis_pertussis vaccine_purity_fifth_fifth dose,0.9543822657033117
