Document,Topic,Auto_Label,Descriptive_Label,Probability
A Short History of Vaccination,20,Vaccination,Vaccination – Flower,0.5787539792698533
"Vaccination as a deliberate attempt to protect humans against disease has a short history when measured against the thou- sands of years that humans have sought to rid themselves of plagues and pestilence. Only in the 20th century did the prac- tice flower into the routine vaccination of large populations. Yet, despite its relative youth, the impact of vaccination on the health of the world’s peoples is hard to exaggerate.",20,Vaccination,Vaccination – Flower,1.0
"Since the first vaccine was introduced by Edward Jenner (Fig. 1.1) in 1798, vaccination has controlled 14 major dis- eases, at least in parts of the world: smallpox, diphtheria, tetanus, yellow fever, pertussis, Haemophilus influenzae type b disease, poliomyelitis, measles, mumps, rubella, typhoid, rabies, rotavirus, and hepatitis B.",43,Vaccines,Vaccines – Vaccination,1.0
Attempts to “vaccinate” began long before Edward Jenner’s smallpox vaccination.,-1,Noise / Outlier,Noise / Outlier,0.0
"When Jesty’s neighbors learned that his wife had developed inflammation at the site of the inoculation and had to be treated by a physician because he had “vaccinated” her, they vehemently scorned him.28 Jesty retreated in the face of their disapproval and never attempted to publicize his experiment or to vaccinate anyone else.27 Truly, Jesty’s actions constituted the first known real vaccination—the use of cowpox to protect against smallpox.",14,Vaccination,Vaccination – Vaccinated,1.0
"Some 30 years later, after Jenner had popularized vaccina- tion, and thanks to the intercession of an enthusiastic vaccina- tor named Rev. Andrew Bell, Jesty was invited to London in 1805 by the Original Vaccine Pock Institute to tell the story of his 1774 “experiment” before the Institute’s examiners.",14,Vaccination,Vaccination – Vaccinated,0.6864401393574562
"Despite Jesty’s successful vaccination of his family, Jenner’s work with cowpox vaccination still holds title to the first sci- entific attempt to control an infectious disease on a large scale by means other than transmitting the disease itself.29",14,Vaccination,Vaccination – Vaccinated,0.7354589415698745
"His first manuscript to the Royal Society on vaccination was rejected because his experiment involved only one person, not enough to establish a principle.20,27 Within 2 years, he expanded his studies and proved that cowpox could be passed directly from one person to another, thereby providing “large-scale” inoculation against smallpox without depending on the spo- radic outbreaks of natural cowpox. Fortunately for the world, Jenner had the connections that Jesty did not, and vaccination rapidly replaced variolation. While Jenner did use the term “vaccine,” he is not the origina- tor of the term vaccination; that honor belongs to his friend Richard Dunning, who used it in 1800.30,31 By 1810, Jenner realized that immunity against smallpox by vaccination was not lifelong, but he did not know why.13",14,Vaccination,Vaccination – Vaccinated,1.0
vaccine is not the cowpox virus that Jenner used.,14,Vaccination,Vaccination – Vaccinated,0.641301730397063
"For the first several decades of the 19th century, arm-to-arm transfer was the primary method of human vaccination.37 Other recognized diseases, such as syphilis and tuberculosis, were known to be occasionally transmitted along with the “cowpox” virus, so a search was underway to find an alterna- tive way to vaccinate and to ensure a steady supply of cowpox vaccine. The concept of “passages” of the immunizing agent (transmission from one human or animal to another) was well known, and in 1836, Edward Ballard38 argued for choos- ing new strains of cowpox for vaccination because the old strains were too weak (too attenuated) from so many arm-to- arm passages.",14,Vaccination,Vaccination – Vaccinated,1.0
