Document,Topic,Auto_Label,Descriptive_Label,Probability
A Short History of Vaccination,29,Vaccination,Vaccination – Benjamin,0.7114825583963614
Susan L. Plotkin and Stanley A. Plotkin,40,Vaccine,Vaccine – Innovate,0.5912888385382926
"Vaccination as a deliberate attempt to protect humans against disease has a short history when measured against the thou- sands of years that humans have sought to rid themselves of plagues and pestilence. Only in the 20th century did the prac- tice flower into the routine vaccination of large populations. Yet, despite its relative youth, the impact of vaccination on the health of the world’s peoples is hard to exaggerate. With the exception of safe water, no other intervention, not even anti- biotics, has had such a major effect on mortality reduction and population growth.",-1,Noise / Outlier,Noise / Outlier,0.0
"Since the first vaccine was introduced by Edward Jenner (Fig. 1.1) in 1798, vaccination has controlled 14 major dis- eases, at least in parts of the world: smallpox, diphtheria, tetanus, yellow fever, pertussis, Haemophilus influenzae type b disease, poliomyelitis, measles, mumps, rubella, typhoid, rabies, rotavirus, and hepatitis B. For smallpox, the dream of eradication has been fulfilled; naturally occurring smallpox has disappeared from the world.1 Cases of poliomyelitis have been reduced by 99% and this disease also is targeted for eradication. Rubella and congenital rubella syndrome have been officially declared eliminated from the Americas as of 2015.2 Vaccinations against many other diseases have made major headway. The path to these successes is worth examining.3–5",74,Rubella,Rubella – Vaccination,1.0
EARLY DEVELOPMENTS,39,Decades,Decades,1.0
"Attempts to “vaccinate” began long before Edward Jenner’s smallpox vaccination. While the precise origin of variolation remains unknown, it seems to have developed somewhere in Central Asia in the early part of the second millennium and then spread east to China and west to Turkey, Africa, and finally Europe.",0,Smallpox,Smallpox – Variolation,0.8286463780349094
"In the 7th century, some Indian Buddhists drank snake venom in an attempt to become immune to its effect. They may have been inducing antitoxin-like immunity.6 In the 16th century, Brahmin Hindus in India practiced a form of variola- tion by introducing dried pus from smallpox pustules into the skin of a patient.7 Writings that cite the use of inoculation and variolation in 10th-century China8–10 make interesting reading but apparently cannot be verified.11 There is, however, 18th-century documentation of Chinese variolation. The Golden Mirror of Medicine, a medical text dated 1742, listed four forms of inoculation against smallpox practiced in China since 1695:",0,Smallpox,Smallpox – Variolation,0.591181834227342
The nose plugged with powdered scabs laid on cotton wool,71,Scabs,Scabs,1.0
Powdered scabs blown into the nose,71,Scabs,Scabs,1.0
The undergarments of an infected child put on a healthy child for several days,-1,Noise / Outlier,Noise / Outlier,0.0
"A piece of cotton smeared with the contents of a vesicle and stuffed into the nose8,11",71,Scabs,Scabs,1.0
"This text, endorsed by the Imperial Court, raised the status of variolation in China, which previously had been considered just a folk remedy. Another Chinese text, published a century before Jenner’s work, stated that white cow fleas were used for smallpox prevention.9 The fleas were ground into powder and made into pills.",0,Smallpox,Smallpox – Variolation,0.9144077584543931
"Variolation was introduced into England by Lady Mary Wortley Montagu in 1721, after her return from Constanti- nople, where she lived for 2 years with her husband, the British Ambassador to the Ottoman Empire. Lady Montagu had been disfigured by smallpox earlier in life and her 20-year- old brother had died of the disease. While living in Turkey, she frequently observed variolation and wrote to a friend back home: “The small-pox, so fatal, and so general amongst us, is here entirely harmless, by the invention of engrafting, which is the term they give it…. Every year, thousands undergo this operation…they take the small-pox here by way of diversion, as they take the waters in other countries. There is no example of any one that has died in it….”12 So impressed was she that she had her own son variolated while still living in Turkey. Dr. Charles Maitland, who performed the procedure on her son in Constantinople, later performed the first variolation in England in 1721 on Lady Montagu’s daughter. The treatment was effective, but results were erratic, and 2% to 3% of persons treated died of smallpox contracted from the variolation itself.13",0,Smallpox,Smallpox – Variolation,0.8170343539887398
The English medical community had previously learned of,-1,Noise / Outlier,Noise / Outlier,0.0
