Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
50,vaccine_vaccines_development_companies_industry,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",48,available_gsk_references_vaccine manufacturers_deleted,49,vaccine_development_vaccines_companies_new,1.08293043830087
49,vaccine_development_vaccines_companies_new,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 21, 22, 23, 24, 25]",42,development_clinical_studies_research_vaccine,47,vaccine_industry_sales_companies_vaccines,1.0667297471261452
48,available_gsk_references_vaccine manufacturers_deleted,"[12, 15, 18, 19, 20]",33,references_acknowledgments_summary acknowledgments_deleted_deleted review,37,gsk_vaccine manufacturers_available_health organization_manufacturers,1.0500833206423437
47,vaccine_industry_sales_companies_vaccines,"[2, 4, 7, 8, 9, 10, 11, 13, 14, 16, 17, 21, 22, 23, 24]",46,vaccine_factors_science_vaccines_vaccine market,35,sales_industry_returns_%_company,1.0392137188248598
46,vaccine_factors_science_vaccines_vaccine market,"[4, 7, 8, 11, 13, 14, 16, 17, 21, 22, 23, 24]",36,factors_following page_factors science_page_page factors,45,vaccine_vaccines_vaccine market_new_market,1.0226551739263567
45,vaccine_vaccines_vaccine market_new_market,"[4, 8, 13, 14, 16, 17, 21, 22, 23, 24]",44,vaccine_vaccine market_market_vaccines_new,43,years total_plant early_vaccine launch_build plant_application bla,1.0183415696327525
44,vaccine_vaccine market_market_vaccines_new,"[4, 8, 13, 17, 21, 23, 24]",41,vaccine market_market_patent_purchase agreements_vaccine advance,40,new_vaccine supply_estimates_vaccines_spending,1.0119236244666303
43,years total_plant early_vaccine launch_build plant_application bla,"[14, 16, 22]",39,years total_plant early_vaccine launch_build plant_application bla,16,____,1.004311370982275
42,development_clinical_studies_research_vaccine,"[0, 1, 3, 5, 6, 25]",31,clinical_process_development_develop- ment_develop-,32,vaccines_programs_funding_e.g._research,1.001260542140074
41,vaccine market_market_patent_purchase agreements_vaccine advance,"[4, 8, 24]",8,patent_patent laws_property_intellectual_laws,30,vaccine market_market_issues_advance_practical issues,0.9975309318166321
40,new_vaccine supply_estimates_vaccines_spending,"[13, 17, 21, 23]",34,conjugate vaccine_new vaccines_new_estimates_new product,38,vaccine supply_spending_delhi_supply_adams brantner,0.98994316101947
39,years total_plant early_vaccine launch_build plant_application bla,"[14, 22]",14,road_generation vaccines_behavior_lack_marcel dekker,22,commitment_commitment build_license_application_elapsed,0.9869528916554773
38,vaccine supply_spending_delhi_supply_adams brantner,"[13, 17]",17,delhi_largest_doses_technology_r&d spending,13,vaccine supply_supply_brantner_providing ongoing_renewable,0.9851067914199875
37,gsk_vaccine manufacturers_available_health organization_manufacturers,"[15, 18, 20]",20,pfizer products_http://www.pfizerpro.com/products_research working_available research_product available,26,vaccine manufacturers_health organization_manufacturers_manufacturers ._.,0.9740422875388514
36,factors_following page_factors science_page_page factors,"[7, 11]",7,depen-_contributions biotechnology_samant_referred_countries initially,11,page factors_following page_continued following_page_factors science,0.9728603572554254
35,sales_industry_returns_%_company,"[2, 9, 10]",27,industry_pharmaceutical_vaccine industry_vaccine_sales,9,returns *_% company_releases evaluate_end earnings_year end,0.9702268987133102
34,conjugate vaccine_new vaccines_new_estimates_new product,"[21, 23]",23,conjugate vaccine_conjugate_new vaccines_polyvalent_vaccination,21,estimates_brought_new product_annually_cost,0.9572092298020966
33,references_acknowledgments_summary acknowledgments_deleted_deleted review,"[12, 19]",12,references deleted_acknowledgments references_summary acknowledgments_deleted_deleted review,19,sp_compositional support_thanks hopkins_special thanks_presskit%202012.pdf,0.9570970696823228
32,vaccines_programs_funding_e.g._research,"[1, 5, 6]",29,programs_funding_e.g._vaccines_research,1,cber_committee_responsible_disease_children,0.9464131623173635
31,clinical_process_development_develop- ment_develop-,"[0, 3, 25]",25,candidates_vaccine candidates_high_develop- ment_develop-,28,clinical_process_assays_efficacy_studies,0.9462244601905
30,vaccine market_market_issues_advance_practical issues,"[4, 24]",4,prices_market_vaccine market_price_private market,24,practical_agreements_countries practical_agreements low_purchase agreements,0.9435481007357026
29,programs_funding_e.g._vaccines_research,"[5, 6]",5,programs_funding_research_advanced_environment,6,poorer_developing world_pdps_world_technical,0.9363591414760603
28,clinical_process_assays_efficacy_studies,"[0, 3]",0,assays_efficacy_studies_lots_phase,3,research_companies_partners_expertise_role,0.924885037653689
27,industry_pharmaceutical_vaccine industry_vaccine_sales,"[2, 10]",2,industry_shortages_industry pharmaceutical_sourced vaccines_infrastructure,10,sales_pharmaceutical_industry_expenses_%,0.91757847371887
26,vaccine manufacturers_health organization_manufacturers_manufacturers ._.,"[15, 18]",15,vaccines available_gsk vaccines_. gsk_manufacturers ._organization vaccine,18,cnbg_country_group_manufacturers_biological,0.9163433625649962
