Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
66,vaccine_vaccines_responses_t_cell,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",34,challenges_implications_infant immunity_responses infection_challenges infant,65,vaccine_vaccines_responses_t_cell,1.125146869021284
65,vaccine_vaccines_responses_t_cell,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33]",61,cells_vaccine_t_specific_memory,64,vaccine_vaccination_vaccines_responses_influenza,1.1069847164791062
64,vaccine_vaccination_vaccines_responses_influenza,"[0, 3, 5, 6, 7, 10, 12, 13, 15, 16, 18, 21, 23, 24, 25, 27, 28, 29, 31]",57,conjugate_pneumococcal_influenzae_polysaccharide_acellular,63,vaccination_vaccine_influenza_long_term,1.0937958746124525
63,vaccination_vaccine_influenza_long_term,"[3, 10, 12, 13, 15, 16, 18, 21, 23, 24, 25, 27, 28, 29, 31]",59,influenza_elderly_age_adjuvant_responses,62,vaccination_long_term_long term_based,1.0724810570134735
62,vaccination_long_term_long term_based,"[3, 12, 13, 16, 18, 23, 24, 27, 28, 31]",54,based_based vaccines_humanity_immune systems_humanity diverse,60,vaccination_term_long term_randomized_smallpox,1.0568054355049996
61,cells_vaccine_t_specific_memory,"[1, 2, 4, 8, 9, 11, 14, 19, 20, 22, 26, 30, 33]",50,maternal_vaccine_antibody_maternal antibodies_responses,58,t_cells_measles_t cells_cell,1.039655911661119
60,vaccination_term_long term_randomized_smallpox,"[3, 12, 13, 16, 18, 28, 31]",56,vaccination_term_long term_randomized_smallpox,13,____,1.0185152269689903
59,influenza_elderly_age_adjuvant_responses,"[10, 15, 21, 25, 29]",46,elderly_age_zoster_responses_influenza vaccination,45,influenza_adjuvant_influenza vaccines_adapted_trivalent,1.011305033333184
58,t_cells_measles_t cells_cell,"[4, 8, 9, 11, 14, 20, 26, 33]",53,measles_measles vaccine_mucosal_surfaces_mucosal surfaces,47,t_cell_t cell_cells_t cells,1.008473692921715
57,conjugate_pneumococcal_influenzae_polysaccharide_acellular,"[0, 5, 6, 7]",35,influenzae_acellular_acellular pertussis_pertussis_influenzae type,39,pneumococcal_polysaccharide_conjugate_pneumococcal polysaccharide_glycoconjugate vaccines,1.0081223881219887
56,vaccination_term_long term_randomized_smallpox,"[3, 12, 16, 18, 28, 31]",52,smallpox_smallpox vaccination_cell memory_humans_titers,55,randomized_trial_meningococcal_vaccination_as04 adjuvanted,1.0023416666181042
55,randomized_trial_meningococcal_vaccination_as04 adjuvanted,"[3, 12, 16, 18]",38,randomized_as04 adjuvanted_as04_study_human papillomavirus,51,meningococcal_immunological effects_serogroup_meningococcal serogroup_infants,0.9987095976594426
54,based_based vaccines_humanity_immune systems_humanity diverse,"[23, 24, 27]",27,pharmacogenomics vaccines_aluminum salts_today_salts_aluminum,42,humanity_immune systems_diverse_diverse immune_probing humanity,0.985141671671236
53,measles_measles vaccine_mucosal_surfaces_mucosal surfaces,"[4, 8, 26, 33]",40,measles_measles vaccine_viral_reduce_mortality,48,adjuvants_essentially_tissues_tem_clearance infected,0.9822331434132762
