Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
178,antibody_passive_antibodies_serum_treatment,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89]",96,syncytial virus_respiratory syncytial_syncytial_respiratory_palivizumab,177,passive_serum_antibody_antibodies_treatment,1.1691351279896802
177,passive_serum_antibody_antibodies_treatment,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89]",169,jama_jama jama_anthrax_child_serum treatment,176,passive_antibodies_antibody_monoclonal_infection,1.1602883525826828
176,passive_antibodies_antibody_monoclonal_infection,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 56, 57, 58, 60, 61, 63, 64, 65, 67, 68, 69, 70, 71, 72, 74, 75, 76, 77, 79, 80, 81, 82, 83, 84, 86, 87, 88, 89]",175,antibody_passive_antibodies_monoclonal_infection,171,measles_smallpox_argentine_%_fever,1.1190372294996076
175,antibody_passive_antibodies_monoclonal_infection,"[0, 1, 2, 3, 4, 6, 7, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 25, 29, 31, 32, 34, 35, 36, 37, 38, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 56, 57, 58, 60, 61, 63, 64, 65, 67, 68, 69, 70, 71, 72, 75, 76, 77, 79, 80, 81, 82, 83, 84, 86, 87, 88, 89]",174,tuberculosis_immunization_passive_passive immunization_resistant,172,monoclonal_streptococcal_mice_antibodies_monoclonal antibodies,1.1001004407209676
174,tuberculosis_immunization_passive_passive immunization_resistant,"[0, 1, 3, 4, 13, 15, 21, 25, 29, 34, 36, 39, 41, 43, 44, 45, 46, 48, 49, 50, 53, 56, 57, 63, 67, 69, 70, 81, 82]",159,tuberculosis_resistant_staphylococcus_drug resistant_drug,173,immunization_passive_passive immunization_infants_maternal,1.083813660434972
173,immunization_passive_passive immunization_infants_maternal,"[0, 1, 3, 13, 21, 29, 34, 36, 39, 41, 43, 44, 45, 46, 48, 49, 50, 53, 56, 57, 63, 67, 69, 70]",167,immunization_passive immunization_maternal_influenzae_disease,161,rotavirus_outer_subjects_cholera_diarrhea,1.0779415694733483
172,monoclonal_streptococcal_mice_antibodies_monoclonal antibodies,"[2, 6, 7, 10, 11, 12, 14, 18, 19, 20, 22, 23, 24, 31, 32, 35, 37, 38, 47, 51, 54, 58, 60, 61, 64, 65, 68, 71, 72, 75, 76, 77, 79, 80, 83, 84, 86, 87, 88, 89]",168,immune globulin_rabies_monoclonal_mice_globulin,170,streptococcal_macaques_immunodeficiency_human immunodeficiency_immu- noglobulin,1.0768252345831408
171,measles_smallpox_argentine_%_fever,"[5, 8, 17, 30, 40, 74]",113,smallpox_argentine_fever_hemorrhagic_argentine hemorrhagic,129,measles_failure_measles vaccine_vaccine failure_prophylaxis measles,1.07206101924437
170,streptococcal_macaques_immunodeficiency_human immunodeficiency_immu- noglobulin,"[2, 6, 38, 54, 60, 65, 71, 72, 75, 79, 83]",152,immunodeficiency_human immunodeficiency_immunodeficiency virus_neutralizing antibodies_neutralizing,158,streptococcal_noglobulin_immu- noglobulin_group_herpes,1.0711764879348233
169,jama_jama jama_anthrax_child_serum treatment,"[9, 26, 27, 28, 33, 42, 52, 59, 62, 66, 78, 85]",122,use convalescent_child_mumps_convalescent serum_mumps child,165,jama_jama jama_anthrax_epidemic_rubella,1.0678544713315885
168,immune globulin_rabies_monoclonal_mice_globulin,"[7, 10, 11, 12, 14, 18, 19, 20, 22, 23, 24, 31, 32, 35, 37, 47, 51, 58, 61, 64, 68, 76, 77, 80, 84, 86, 87, 88, 89]",136,antigens_protective antigens_antibodies targeting_active passive_targeting,166,immune globulin_rabies_mice_globulin_intravenous,1.0658636339438838
167,immunization_passive immunization_maternal_influenzae_disease,"[1, 13, 21, 36, 39, 41, 43, 44, 45, 49, 50, 53, 56, 57, 63, 67, 69, 70]",162,influenzae_passive immunization_influenzae type_immunization_infectious diseases,164,maternal_tularemia_immunotherapy_francisella_tularensis,1.0578251390976208
166,immune globulin_rabies_mice_globulin_intravenous,"[7, 10, 11, 12, 14, 18, 19, 20, 22, 23, 24, 31, 32, 35, 37, 47, 51, 58, 61, 64, 76, 77, 84, 87, 88, 89]",160,intravenous_influenza_immune globulin_sepsis_botulism,163,rabies_pasteur_tetanus_mice_references chapter,1.0560863807197651
165,jama_jama jama_anthrax_epidemic_rubella,"[9, 28, 33, 42, 52, 59, 62, 78, 85]",155,jama_jama jama_anthrax_parotitis_parotitis jama,91,rubella_scarlet fever_scarlet_fever jama_antitoxin,1.0515108889800804
164,maternal_tularemia_immunotherapy_francisella_tularensis,"[1, 21, 39, 44, 45, 49, 50, 53, 57, 63, 67, 69]",156,tularemia_immunotherapy_francisella_francisella tularensis_tularensis,141,mothers_maternal_age_prevalence_infants,1.0419260104442865
163,rabies_pasteur_tetanus_mice_references chapter,"[7, 11, 12, 14, 18, 19, 22, 31, 32, 35, 47, 51, 58, 64, 76, 84, 87, 89]",157,rabies_pasteur_chapter available_references chapter_yellow fever,139,tetanus_difficile_antitoxins_pertussis_toxin,1.041253767737352
162,influenzae_passive immunization_influenzae type_immunization_infectious diseases,"[13, 36, 41, 43, 56, 70]",147,infectious diseases_infectious_passive immunization_immunization_feigin,103,influenzae_influenzae type_rabbit_sulfonamide_type,1.036873889793021
161,rotavirus_outer_subjects_cholera_diarrhea,"[0, 3, 29, 34, 46, 48]",130,rotavirus_cholera_diarrhea_subjects_coli,125,outer_outer membrane_membrane_serotype_genital,1.0342072458218357
160,intravenous_influenza_immune globulin_sepsis_botulism,"[10, 20, 23, 24, 37, 61, 77, 88]",109,influenza_global mortality_immunity influenza_global_spanish,154,intravenous_immune globulin_sepsis_botulism_intravenous immunoglobulin,1.0336409111926823
159,tuberculosis_resistant_staphylococcus_drug resistant_drug,"[4, 15, 25, 81, 82]",120,tuberculosis_drug resistant_resistant_resistant tuberculosis_drug,97,staphylococcus_pseudomonas_aureus_staphylococcus aureus_multicenter,1.0335172009916709
158,streptococcal_noglobulin_immu- noglobulin_group_herpes,"[54, 60, 65, 71, 72, 79]",146,streptococcal_herpes_group_group streptococcal_streptococcal disease,102,noglobulin_immu- noglobulin_streptococcal toxic_toxic_toxic shock,1.0287655039487758
157,rabies_pasteur_chapter available_references chapter_yellow fever,"[7, 11, 12, 14, 18, 19, 22, 31, 32, 35, 47, 58, 64, 89]",150,rabies_transplantation_transplant_hbv_- rabies,153,pasteur_chapter available_references chapter_yellow_yellow fever,1.026148116226977
156,tularemia_immunotherapy_francisella_francisella tularensis_tularensis,"[1, 44, 45, 49, 50, 53, 57, 67, 69]",112,tularemia_francisella_tularensis_francisella tularensis_live tularemia,148,immunotherapy_birth_disease_igg_half,1.0258353582845416
155,jama_jama jama_anthrax_parotitis_parotitis jama,"[9, 33, 42, 52, 62, 78, 85]",137,anthrax_concerning_serum treatment_general_1917;25(4,149,jama_jama jama_parotitis jama_parotitis_hepatitis,1.0229577957784721
