Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
118,vaccine_vaccines_vaccination_measles_doses,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]",116,vaccine_vaccines_measles_response_pertussis,117,catch vaccination_catch_vaccination catch_dose_months,1.2473782604520725
117,catch vaccination_catch_vaccination catch_dose_months,"[4, 5, 6, 9, 15, 19, 32, 33, 35]",98,dose_months_years_series_administer,86,catch vaccination_vaccination catch_catch_ppsv23_ppsv23 vaccination,1.2373318216428852
116,vaccine_vaccines_measles_response_pertussis,"[0, 1, 2, 3, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]",114,measles_infants_response_rubella_varicella,115,vaccine_pertussis_thimerosal_vaccines_tetanus,1.2203550878507698
115,vaccine_pertussis_thimerosal_vaccines_tetanus,"[0, 7, 8, 10, 11, 13, 17, 20, 21, 23, 25, 26, 28, 29, 30, 31, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 58, 59]",105,pertussis_acellular_acellular pertussis_pertussis vaccine_family,113,thimerosal_vaccine_vaccines_meningococcal_influenza,1.1900280987647935
114,measles_infants_response_rubella_varicella,"[1, 2, 3, 12, 14, 16, 18, 22, 24, 27, 34, 36, 40, 48, 52, 54, 57]",112,infants_response_routine vaccination_vaccination routine_routine,91,mumps_measles mumps_measles_rubella_mumps rubella,1.149199925927896
113,thimerosal_vaccine_vaccines_meningococcal_influenza,"[0, 8, 10, 11, 13, 17, 20, 21, 23, 25, 28, 29, 30, 31, 37, 39, 41, 42, 43, 44, 45, 47, 49, 50, 51, 53, 55, 56, 58]",111,vaccine_vaccines_meningococcal_different_influenza,74,thimerosal_thimerosal vaccines_hypersensitivity thimerosal_sensitivity_hypersensitivity,1.1484209318608622
112,infants_response_routine vaccination_vaccination routine_routine,"[1, 2, 3, 12, 14, 18, 22, 24, 34, 36, 40, 48, 52, 54]",107,infants_response_antibody_live_preterm,100,vaccination routine_routine vaccination_varicella_routine_varicella vaccine,1.1106031654745774
111,vaccine_vaccines_meningococcal_different_influenza,"[0, 8, 10, 11, 13, 17, 20, 21, 23, 25, 28, 29, 30, 31, 37, 39, 41, 42, 44, 45, 47, 49, 50, 51, 55, 58]",109,different_spacing_doses_storage_vaccines,110,meningococcal_influenza_mmwr_reaction_influenza vaccine,1.1026219223946454
110,meningococcal_influenza_mmwr_reaction_influenza vaccine,"[10, 13, 25, 29, 30, 31, 42, 51, 55]",106,influenza_reaction_influenza vaccine_anaphylactic_allergic,85,meningococcal_pneumococcal_meningococcal vaccines_conjugate_vaccines meningococcal,1.0971410905647754
109,different_spacing_doses_storage_vaccines,"[0, 8, 11, 17, 20, 21, 23, 28, 37, 39, 41, 44, 45, 47, 49, 50, 58]",97,spacing_different_doses_intervals_multiple,108,storage_influenzae_subcutaneous_japanese_injection,1.072904727339842
108,storage_influenzae_subcutaneous_japanese_injection,"[11, 17, 20, 21, 23, 28, 37, 39, 41, 47, 58]",71,storage_handling_storage handling_temperature_vaccine storage,104,subcutaneous_influenzae_japanese_injection_influenzae type,1.0682090274324227
107,infants_response_antibody_live_preterm,"[1, 2, 3, 12, 14, 36, 40, 48, 52, 54]",102,response_antibody_live_measles vaccine_response live,63,birth_preterm_preterm infants_weight_birth weight,1.062099350630758
106,influenza_reaction_influenza vaccine_anaphylactic_allergic,"[13, 25, 30, 31, 42, 55]",84,reaction_anaphylactic_latex_anaphylactic reaction_natural,89,influenza_influenza vaccine_influenza vaccines_recomm_mmwr recomm,1.0523897401234845
105,pertussis_acellular_acellular pertussis_pertussis vaccine_family,"[7, 26, 38, 46, 59]",77,family_family history_seizure_conditions family_illnesses conditions,66,pertussis_acellular_acellular pertussis_pertussis vaccine_toxoid,1.0422251405292793
104,subcutaneous_influenzae_japanese_injection_influenzae type,"[11, 17, 20, 21, 23, 28, 39, 41, 58]",95,influenzae_influenzae type_pain_prilocaine_haemophilus,103,japanese_encephalitis_encephalitis vaccine_japanese encephalitis_intramuscular,1.0217481942438769
103,japanese_encephalitis_encephalitis vaccine_japanese encephalitis_intramuscular,"[17, 20, 23, 28, 39, 41]",80,intramuscular_subcutaneous_muscle_needle_injection,101,japanese_encephalitis_encephalitis vaccine_japanese encephalitis_diploid,1.0170743526915635
102,response_antibody_live_measles vaccine_response live,"[2, 3, 12, 14, 36, 48, 52, 54]",54,breast feeding_breast_feeding_responses parenteral_conventional,94,response_live_measles vaccine_response live_rotavirus,1.0009652997940952
101,japanese_encephalitis_encephalitis vaccine_japanese encephalitis_diploid,"[20, 23, 28, 39]",99,japanese_encephalitis vaccine_japanese encephalitis_encephalitis_diploid,96,public_policy safe_title healthcare_vaccines important_administration address,0.9978078503309085
100,vaccination routine_routine vaccination_varicella_routine_varicella vaccine,"[18, 22, 24, 34]",75,vaccination routine_routine vaccination_routine_departure international_departure,70,pregnant_varicella_varicella vaccine_mother_transmission varicella,0.9967902597131437
99,japanese_encephalitis vaccine_japanese encephalitis_encephalitis_diploid,"[20, 28]",20,japanese_encephalitis vaccine_japanese encephalitis_encephalitis_derived japanese,28,diploid_rabies_diploid cell_human diploid_rabies vaccine,0.9928036599620947
98,dose_months_years_series_administer,"[4, 5, 6, 19, 32, 35]",87,months_dose_hepa vaccine_hepa_initiate,69,years_syncope_age years_adolescents_dose series,0.9899333245720293
97,spacing_different_doses_intervals_multiple,"[0, 8, 44, 45, 49, 50]",93,spacing_different_syringes_multiple doses_multiple,76,intervals_minimum_schedules_recommended_minimum intervals,0.9883257745592537
96,public_policy safe_title healthcare_vaccines important_administration address,"[23, 39]",23,%_record_opportunities_missed_measles vaccine,39,vaccine committee_administration address_c site_efficacious_policy,0.988037923450647
95,influenzae_influenzae type_pain_prilocaine_haemophilus,"[11, 21, 58]",88,influenzae_influenzae type_haemophilus influenzae_haemophilus_type,11,pain_prilocaine_associated_nerve injury_nerve,0.9849350725298824
94,response_live_measles vaccine_response live_rotavirus,"[2, 3, 12, 14, 36, 48, 52]",83,rotavirus_yellow fever_fever_yellow_fever vaccine,90,measles vaccine_measles_human milk_breastfed_milk,0.9777653399541746
93,spacing_different_syringes_multiple doses_multiple,"[44, 45, 49, 50]",49,syringes_filling_drawn_syringe_errors,92,spacing_different_multiple doses_multiple_interchangeable,0.975609671684023
92,spacing_different_multiple doses_multiple_interchangeable,"[44, 45, 50]",82,spacing_multiple doses_multiple_different_types,45,interchangeable_produced_manufacturers_immunization series_different manufacturers,0.9717080190847592
91,mumps_measles mumps_measles_rubella_mumps rubella,"[16, 27, 57]",61,measles mumps_mumps_mumps rubella_measles_rubella,57,tract infection_seroconversion measles_upper respiratory_respiratory tract_respiratory,0.9669999246721908
90,measles vaccine_measles_human milk_breastfed_milk,"[36, 48, 52]",48,breastfed_human milk_milk_breastfed infants_human,81,measles vaccine_measles_infants months_immu-_maternal,0.9654774529956542
89,influenza_influenza vaccine_influenza vaccines_recomm_mmwr recomm,"[31, 42, 55]",55,skin testing_influenza vaccine_influenza_egg_eggs,73,influenza_influenza vaccine_influenza vaccines_recomm_mmwr recomm,0.9628594058043757
88,influenzae_influenzae type_haemophilus influenzae_haemophilus_type,"[21, 58]",21,influenzae type_influenzae_haemophilus_haemophilus influenzae_type,58,children hemophilia_hemophilia_old children_safety immunoge-_immunoge- nicity,0.9587155320352047
87,months_dose_hepa vaccine_hepa_initiate,"[5, 6, 19, 35]",64,dose_months_received_birth dose_months age,68,hepa vaccine_hepa_initiate_children initiate_initiate vaccination,0.9585217219093126
86,catch vaccination_vaccination catch_catch_ppsv23_ppsv23 vaccination,"[9, 15, 33]",60,catch vaccination_vaccination catch_catch_illness_severe illness,33,ppsv23_ppsv23 vaccination_recent dose_weeks recent_administer ppsv23,0.9583778857623875
85,meningococcal_pneumococcal_meningococcal vaccines_conjugate_vaccines meningococcal,"[10, 29, 51]",67,pneumococcal_meningococcal_conjugate_vaccines meningococcal_meningococcal conjugate,51,mmwr available_mmwr_menhibrix_vaccine footnotes_footnotes mmwr,0.957263769478772
84,reaction_anaphylactic_latex_anaphylactic reaction_natural,"[13, 25, 30]",79,reaction_anaphylactic_anaphylaxis_reaction tetanus_hypersensitivity,30,rubber_natural rubber_natural_latex_contain,0.9526941964668949
83,rotavirus_yellow fever_fever_yellow_fever vaccine,"[2, 3, 12, 14]",3,inactivated poliovirus_poliovirus vaccine_poliovirus_inactivated_polio,78,rotavirus_yellow fever_fever_yellow_fever vaccine,0.9472964696955125
82,spacing_multiple doses_multiple_different_types,"[44, 50]",44,spacing_vaccines.5 inactivated_spacing multiple_spacing vaccine_includes,50,types_infants receive_induce_examples_multiple doses,0.9458833719522303
81,measles vaccine_measles_infants months_immu-_maternal,"[36, 52]",52,immu-_immunosorbent_schneider_acquired measles_t persisting,36,measles_infants months_measles vaccine_maternal_maternal antibody,0.9437174708736159
80,intramuscular_subcutaneous_muscle_needle_injection,"[17, 41]",17,muscle_needle_intramuscular_subcutaneous_injected,41,intramuscular_intramuscular injection_subcutaneous intradermal_routes_route,0.9317010299371169
79,reaction_anaphylactic_anaphylaxis_reaction tetanus_hypersensitivity,"[13, 25]",25,reaction tetanus_reaction_tetanus_complexes_subsequent vaccination,13,anaphylaxis_hypersensitivity_vaccine components_hypersensitivity reactions_providing,0.9260570329135865
78,rotavirus_yellow fever_fever_yellow_fever vaccine,"[2, 12, 14]",12,yellow fever_fever_yellow_egg_fever vaccine,72,rotavirus_rotavirus vaccine_live_response live_live oral,0.9259437026903014
77,family_family history_seizure_conditions family_illnesses conditions,"[38, 59]",38,seizure_seizures_neurologic_personal_disorders,59,convulsions use_history convulsions_conditions family_illnesses conditions_vaccines illnesses,0.9247627299091581
76,intervals_minimum_schedules_recommended_minimum intervals,"[0, 8]",0,contraindications_precautions_contraindications precautions_use vaccines_schedules,8,intervals_minimum_minimum intervals_interval_recommended,0.9170265828995855
75,vaccination routine_routine vaccination_routine_departure international_departure,"[22, 34]",34,vaccination routine_routine vaccination_routine_vaccination_,22,departure international_departure_testing indicates_indicates_international travel,0.9155565648500724
74,thimerosal_thimerosal vaccines_hypersensitivity thimerosal_sensitivity_hypersensitivity,"[43, 53, 56]",65,thimerosal_hypersensitivity thimerosal_sensitivity_hypersensitivity_sensitivity thimerosal,43,thimerosal_preservative_thimerosal preservative_formulations influenza_goal,0.9145682480748394
73,influenza_influenza vaccine_influenza vaccines_recomm_mmwr recomm,"[31, 42]",42,influenza vaccine_influenza_attenuated_vaccine viruses_viruses environment,31,mmwr recomm_recomm_prevention control_vaccines recommendations_influenza vaccines,0.9076752920275111
72,rotavirus_rotavirus vaccine_live_response live_live oral,"[2, 14]",14,live_response live_virus vaccines_inhibit_live virus,2,rotavirus_rotavirus vaccine_live oral_infant_oral,0.9064068684801485
71,storage_handling_storage handling_temperature_vaccine storage,"[37, 47]",47,handling_storage_storage handling_vaccine storage_toolkit,37,temperature_frozen_temperatures_refrigerator_freezer,0.9056751659250587
70,pregnant_varicella_varicella vaccine_mother_transmission varicella,"[18, 24]",24,transmission varicella_varicella vaccine_transmission_varicella_mother,18,pregnant_theoretical_fetus_women_theoretical risk,0.902331427079588
69,years_syncope_age years_adolescents_dose series,"[4, 32]",32,dose series_administer vaccine_series vaccine_age years_administer,4,syncope_tdap vaccine_adolescents_tdap_years,0.8963038355773035
68,hepa vaccine_hepa_initiate_children initiate_initiate vaccination,"[5, 35]",35,hepa vaccine_hepa_doses hepa_dose hepa_months,5,children initiate_initiate vaccination_initiate_weeks administer_vaccination weeks,0.8942583905386541
67,pneumococcal_meningococcal_conjugate_vaccines meningococcal_meningococcal conjugate,"[10, 29]",29,pneumococcal_valent_valent pneumococcal_conjugate vaccine_polysaccharide vaccine,10,meningococcal_vaccines meningococcal_meningococcal vaccines_meningococcal conjugate_acwy vaccines,0.8913165806342482
66,pertussis_acellular_acellular pertussis_pertussis vaccine_toxoid,"[7, 26, 46]",26,acellular pertussis_acellular_pertussis_pertussis vaccines_interchangeability,62,pertussis_toxoid_acellular_tetanus_acellular pertussis,0.8806130524526702
65,thimerosal_hypersensitivity thimerosal_sensitivity_hypersensitivity_sensitivity thimerosal,"[53, 56]",56,thimerosal_tests_delayed type_type hypersensitivity_delayed,53,thimerosal_thimerosal vaccine_ocular_problem vaccine_vaccines hypersensitivity,0.8777109874983064
64,dose_months_received_birth dose_months age,"[6, 19]",19,birth dose_age weeks_children received_birth_discharge vaccine,6,primary series_vaccine primary_dose dose_unimmunized_dose,0.8730963904139062
63,birth_preterm_preterm infants_weight_birth weight,"[1, 40]",1,birth_hours birth_preterm_hours_preterm infants,40,preterm infants_vaccination preterm_term infants_preterm_birth weight,0.8593844460374575
62,pertussis_toxoid_acellular_tetanus_acellular pertussis,"[7, 46]",7,tetanus_acellular pertussis_acellular_pertussis_toxoid,46,pertussis_early_protection pertussis_subsequent doses_toxoid,0.8229212807245441
61,measles mumps_mumps_mumps rubella_measles_rubella,"[16, 27]",27,measles mumps_measles_vaccine measles_com- bination_use com-,16,rubella_rubella vaccination_mumps rubella_mumps_measles mumps,0.7643328508410195
60,catch vaccination_vaccination catch_catch_illness_severe illness,"[9, 15]",9,illness_severe illness_catch vaccination_catch_moderate severe,15,catch vaccination_vaccination catch_catch_vaccination_,0.718372933665442
