Document,Topic,Auto_Label,Descriptive_Label,Probability
Vaccine Additives and Manufacturing Residuals in Vaccines Licensed in the United States,3,Vaccines,Vaccines – Immunogens,0.6947832395244713
Theresa M. Finn and William Egan,2,Acam2000,Acam2000,1.0
"In addition to one or more immunogens,* a vaccine may contain any of several added substances such as an adjuvant or a preservative. Residual components from the manufactur- ing process, in varying amounts, are also present in the vaccine. This chapter addresses the types and amounts of additives that are present in vaccines, the rationale for their inclusion, and the applicable federal regulations. Additionally, residual mate- rials from the manufacturing process that are present in the final formulation of the vaccine, as well as relevant federal regulations regarding these residuals, are discussed. Finally, albeit to a limited extent, several issues and concerns that cur- rently pertain to the use of, or presence of, some of these additives and residuals are examined.",3,Vaccines,Vaccines – Immunogens,1.0
"This chapter focuses on vaccines licensed in the United States; vaccines licensed outside the United States may contain the same types of additives and residuals, although the amounts that are present in any given vaccine may differ. For the pur- poses of this chapter, the term “additives” refers to materials that are added to the immunogen by the manufacturer for a specific purpose. Additives include adjuvants, preservatives (i.e., antimicrobial agents), and stabilizers, as well as materials that are added to affect pH and isotonicity. In addition to addi- tives, vaccines contain residuals that remain from the licensed manufacturing process. The final formulation—immunogen plus additives and residuals—defines the specific vaccine; although not all manufacturing residuals can be identified and quantified, their presence and quantity is assumed to be con- stant because of the constancy of the manufacturing process. Some information regarding additives and residuals is consid- ered to be a trade secret and thus confidential, and cannot be discussed in this chapter.",3,Vaccines,Vaccines – Immunogens,0.917927735957905
Vaccine manufacturing includes in-process and release,3,Vaccines,Vaccines – Immunogens,0.679722762111153
"tests, along with their respective specifications, for the allow- able quantity of additives and certain residuals that may be present in the vaccine. These tests and their accompanying specifications are detailed in the product’s Biologic License Application (BLA); some of the specifications may be provided in the vaccine’s package insert. A manufacturer must report each change in the manufacturing process, including removal or adjustment in the quantity of an additive, to the U.S. Food and Drug Administration (FDA). FDA biologics regulations, found in 21 CFR §610.61, address whether the use of, and quantity of, additives and residuals must be disclosed in vaccine labeling. These regulations state:",12,Vaccine,Vaccine – Antibiotics,0.7371573187059134
The following shall appear on the label affixed to each package containing a product …,10,Substances,Substances,1.0
(e) The preservative used and its concentration …,22,Preservatives,Preservatives – Toxic,1.0
"Known sensitizing substances, or reference to an enclosed circular containing appropriate information;",10,Substances,Substances,1.0
"*An immunogen is a preparation consisting of all or a portion of a disease-containing organism, or the nucleic acid that encodes one or more of the proteins from that organism, or all or a portion of a human tissue, and it is administered to an individual to induce an immune response to the immunogen for the treatment or prevention of a disease or condition.",-1,Noise / Outlier,Noise / Outlier,0.0
The type and calculated amount of antibiotics added during manufacture;,23,Antibiotics,Antibiotics,1.0
"The inactive ingredients when a safety factor, or reference to an enclosed circular containing appropriate information;",10,Substances,Substances,1.0
"The adjuvant, if present;",0,Vaccine,Vaccine – Adjuvants,0.22965076605466997
The source of the product when a factor in safe administration;,10,Substances,Substances,0.627904689920487
"The identity of each microorganism used in manufacture, and, where applicable, the production medium and method of inactivation ….",18,Yeasts,Yeasts,0.758045144532823
VACCINE ADDITIVES,3,Vaccines,Vaccines – Immunogens,0.9401467595721261
Preservatives,22,Preservatives,Preservatives – Toxic,1.0
"Preservatives are added to vaccine formulations to prevent the growth of bacteria or fungi that may inadvertently be intro- duced into the vaccine during use. In some cases, preservatives are used during the manufacturing process (e.g., in buffers and column washes) to prevent microbial growth. Improvements in manufacturing technology, however, have decreased this need for the addition of preservatives to control bioburden during the manufacturing process. The Code of Federal Regu- lations (CFR) requires that, with certain defined exceptions, or with the approval of the Center Director (discussed later), preservatives must be added to multidose vials of vaccines. In the past, tragic consequences followed the use of multidose vials that did not contain a preservative, and served, in part, as the impetus for this requirement (see Wilson1 for a discus- sion of incidents related to the lack of preservatives in vaccines). Specifically, 21 CFR §610.15(a) states; “Products in multiple-dose containers shall contain a preservative, except that a preservative need not be added to Yellow Fever Vaccine; Polio-virus Vaccine Live Oral; viral vaccines labeled for use with the jet injector; dried vaccines when the accompanying diluent contains a preservative; or to an Allergenic Product in 50 percent or more volume in volume (v/v) glycerin.”",19,Preservative,Preservative,0.5743254158682698
"Although the regulation does not specify a quantity, it does",12,Vaccine,Vaccine – Antibiotics,1.0
"require that the preservative used “shall be sufficiently non- toxic so that the amount present in the recommended dose of the product will not be toxic to the recipient, and in the com- bination used it shall not denature the specific substances in the product to result in a decrease below the minimum accept- able potency within the dating period when stored at the recommended temperature.”",22,Preservatives,Preservatives – Toxic,1.0
"The CFR does not, however, provide a definition of a pre- servative. The definition (i.e., antimicrobial effectiveness) that has been used by the FDA for vaccines and other biologicals is found in the U.S. Pharmacopoeia (USP).2 This is a func- tional definition, wherein the final formulation of the vaccine, including the preservative, is challenged with specified quanti- ties of the following organisms: Candida albicans, Aspergillus brasiliensis, Escherichia coli, Staphylococcus aureus, and Pseudo- monas aeruginosa. The test sample (preservative-containing vaccine plus the microorganism) is incubated at 20° to 25°C,",19,Preservative,Preservative,1.0
75,2,Acam2000,Acam2000,1.0
"and the number of viable microorganisms is determined on days 7, 14, and 28. A preservative is deemed acceptable if the following are achieved:",18,Yeasts,Yeasts,1.0
"Bacteria: a reduction of not less than 1.0 log10 from the initial count at 7 days, and not less than a 3.0 log10 reduction from the initial count after 14 days, and no increase in the 14-day count at 28 days.",18,Yeasts,Yeasts,1.0
"Yeasts and molds: remain at or below the level of the initial inoculum on days 7, 14, and 28.",18,Yeasts,Yeasts,1.0
"Note that the antimicrobial agent is not tested by itself; rather, it is the final vaccine formulation that is tested.",12,Vaccine,Vaccine – Antibiotics,0.5103328233710119
"Preservatives cannot completely eliminate the risk of bacte- rial or fungal contamination of vaccines; moreover, they do not address any potential viral contamination. Although it occurs rarely, and not in the recent past, the scientific litera- ture does contain reports3,4 (see also Wilson1) of bacterial contamination of vaccines despite the presence of a preserva- tive, emphasizing the need for meticulous attention to tech- nique when withdrawing vaccines from multiuse vials. At present, the following preservatives are used in U.S.-licensed vaccines: phenol, benzethonium chloride plus formaldehyde, 2-phenoxyethanol, and thimerosal (termed thiomersal in some other countries). Recently, the FDA amended the biologics regulations to permit exceptions or alternatives to the regula- tion for constituent materials (21 CFR §610.15), which includes preservatives and adjuvants. The following section was added to the regulation: “(d) The Director of the Center for Biologics Evaluation and Research (CBER) or the Director of the Center for Drug Evaluation and Research (CDER) may approve an exception or alternative to any requirement in this Section. Requests for such exceptions must be in writing.”",19,Preservative,Preservative,1.0
