Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
86,vaccine_med_t_correlates_protection,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]",46,principal_surrogate_endpoints_biometrics_stratification,85,vaccine_t_correlates_protection_cells,1.1743988091710407
85,vaccine_t_correlates_protection_cells,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]",84,vaccine_med_correlates_immune_protection,70,t_cells_t cells_measles_t cell,1.1466477565147744
84,vaccine_med_correlates_immune_protection,"[0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 23, 24, 26, 28, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]",56,cohort_likelihood_optimal_case cohort_studies,83,vaccine_correlates_med_immune_protection,1.105772650961069
83,vaccine_correlates_med_immune_protection,"[0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 19, 20, 21, 23, 26, 28, 31, 32, 34, 35, 36, 37, 38, 40, 41, 42, 43]",62,cop_cops_trials_efficacy trials_immune response,82,correlates_vaccine_med_principle_protection,1.085363205949842
82,correlates_vaccine_med_principle_protection,"[0, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 18, 20, 21, 23, 26, 28, 31, 32, 34, 35, 36, 37, 38, 40, 41, 43]",80,med_principle_res 1996;91(433):14_res_ageing,81,vaccine_antibodies_vaccination_antibody_immunol,1.0804745953881867
81,vaccine_antibodies_vaccination_antibody_immunol,"[0, 3, 4, 5, 6, 8, 10, 11, 12, 13, 18, 20, 21, 23, 31, 34, 40, 43]",64,pfu_older_older adults_adults_blind,78,vaccine_immunol_antibody_pertussis_influenza,1.05934782488446
80,med_principle_res 1996;91(433):14_res_ageing,"[15, 26, 28, 32, 35, 36, 37, 38, 41]",79,principle_res 1996;91(433):14_ageing_ageing res_1996;91(433):14,59,med_protec- tion_protec-_immunological correlates_correlates protec-,1.0552548788784548
79,principle_res 1996;91(433):14_ageing_ageing res_1996;91(433):14,"[15, 26, 28, 32, 35, 38]",76,1996;91(433):14_ageing_ageing res_res_res 1996;91(433):14,51,principle_correlates relative_relative principle_complexity_complexity correlates,1.0426271826203024
78,vaccine_immunol_antibody_pertussis_influenza,"[0, 3, 4, 5, 6, 8, 10, 11, 12, 18, 21, 23, 34, 40, 43]",77,pertussis_antibody_zoster_antibodies_neutralization,75,correlates protection_systems_influenza_vaccination_rotavirus,1.031300924754008
77,pertussis_antibody_zoster_antibodies_neutralization,"[0, 6, 11, 12, 18, 23, 34, 40, 43]",72,siv_immunol_immunol methods_tuberculosis_memory,73,pertussis_zoster_neutralization_antibodies_levels,1.0207614576525625
